Mannadium,1,0.1%,Phantasm Spiral,1,0.1%,Lightsworn,2,0.1%,Gladiator Beasts,1,0.1%,Earthbound,1,0.1%,Naturia,1,0.1%,Mayakashi,1,0.1%,Goblin Biker,1,0.1%,Crystal Beast,1,0.1%,Solfachord,1,0.1%,Shining Sarcophagus,1,0.1%,Scareclaw,2,0.1%
Blackwings,1,0.1%,Amazement,1,0.1%,Volcanic,2,0.1%,Volcanic,1,0.1%,Dragunity,1,0.1%,Argostars,1,0.1%,Orcust Mekk-Knight,1,0.1%,Nemleria,1,0.1%,Time Thief,1,0.1%,Ice Barrier,1,0.1%,Spright,1,0.1%,Crystal Beast,2,0.1%
Weather Painter,1,0.1%,World Chalice,1,0.1%,Virtual World,2,0.1%,Vernusylph,1,0.1%,Windwitch,1,0.1%,Springans,1,0.1%,Lightsworn,1,0.1%,Ninja,1,0.1%,Myutant,1,0.1%,Melffy,1,0.1%,Cubic,1,0.1%,Infernity,2,0.1%
Ghoti,1,0.1%,Lyrilusc,1,0.1%,Doll Monster,2,0.1%,Lair of Darkness,1,0.1%,Shining Sarcophagus,1,0.1%,Morphtronic,1,0.1%,Crusadia,1,0.1%,Meklord,1,0.1%,Malefic,1,0.1%,Dragon Ruler,1,0.1%,Ryu-Ge,1,0.1%,Ogdoadic,2,0.1%
Malefic,1,0.1%,Ogdoadic,1,0.1%,Utopia,2,0.1%,Bystial,1,0.1%,Plunder Patroll,1,0.1%,Earthbound,1,0.1%,Infernity,1,0.1%,Phantom Knights,1,0.1%,Ice Barrier,1,0.1%,Runick,1,0.1%,Ninja,1,0.1%,Goblin Biker,2,0.1%
Crystal Beast,1,0.1%,Altergeist,1,0.1%,Red-Eyes,2,0.1%,Dark World,1,0.1%,Paleozoic,1,0.1%,Despia Thunder Dragon,1,0.1%,Ryu-Ge,1,0.1%,Predaplant,1,0.1%,Nemleria,1,0.1%,P.U.N.K.,1,0.1%,Gladiator Beasts,1,0.1%,Fabled,1,0.1%
Lightsworn,1,0.1%,Swordsoul,1,0.1%,Infernoid,2,0.1%,Dragonmaid,1,0.1%,Vanquish Soul,1,0.1%,Nemleria,1,0.1%,Cyber Dragon,1,0.1%,Fabled,1,0.1%,Agents,1,0.1%,Gren Maju,1,0.1%,Rescue-ACE,1,0.1%,Mayakashi,1,0.1%
Performapal,1,0.1%,Tellarknight,1,0.1%,Tellarknight,2,0.1%,Madolche,1,0.1%,Horus,1,0.1%,Tech Genus,1,0.1%,Spellbook,1,0.1%,Rescue-ACE,1,0.1%,Generaider,1,0.1%,Nouvelles,1,0.1%,Kashtira,1,0.1%,Gate Guardian,1,0.1%
P.U.N.K.,1,0.1%,Zoodiac,1,0.1%,Chronomaly,2,0.1%,Tachyon,1,0.1%,Metalmorph,1,0.1%,Libromancer,1,0.1%,Unchained,1,0.1%,Weather Painter,1,0.1%,Tri-Brigade,1,0.1%,Evil Eye,1,0.1%,Vaalmonica,1,0.1%,Vendread,1,0.1%
Altergeist,1,0.1%,World Legacy,1,0.1%,Superheavy Samurai,2,0.1%,Shinobird,1,0.1%,Malefic,1,0.1%,Shaddoll,1,0.1%,Super Quant,1,0.1%,Superheavy Samurai,1,0.1%,Fabled,1,0.1%,Nephthys,1,0.1%,Purrely,1,0.1%,Primite,1,0.1%
Gaia,1,0.1%,Infernity,1,0.1%,Adamancipator,2,0.1%,Zoodiac,1,0.1%,Mayakashi,1,0.1%,Agents,1,0.1%,Goblin Biker,1,0.1%,World Legacy,1,0.1%,Prediction Princess,1,0.1%,Amazement,1,0.1%,Phantasm Spiral,1,0.1%,Gladiator Beasts,1,0.1%
Synchron,1,0.1%,Lunalight,1,0.1%,Goblin Biker,2,0.1%,Tenyi,1,0.1%,Fortune Lady,1,0.1%,Gunkan Suship,1,0.1%,Red-Eyes,1,0.1%,Floowandereeze,1,0.1%,Pendulum,1,0.1%,Endymion,1,0.1%,Argostars,1,0.1%,Scareclaw Tri-Brigade,1,0.1%
Gold Pride,1,0.1%,Dracoslayer,1,0.1%,Gishki,2,0.1%,Paleozoic,1,0.1%,Raidraptor,1,0.1%,Stall,1,0.1%,True Draco,1,0.1%,Kashtira,1,0.1%,Chain Burn,1,0.1%,World Legacy,1,0.1%,Mathmech,1,0.1%,Magical Musketeer,1,0.1%
Springans,1,0.1%,Gishki,1,0.1%,Allure Queen,2,0.1%,Malefic,1,0.1%,Subterror,1,0.1%,Vaalmonica,1,0.1%,Altergeist,1,0.1%,Burn,1,0.1%,Amazement,1,0.1%,Crystron,1,0.1%,Vendread,1,0.1%,Red-Eyes,1,0.1%
Scareclaw,1,0.1%,Pendulum,1,0.1%,Galaxy Photon,2,0.1%,Evil Eye,1,0.1%,Naturia,1,0.1%,Magical Musketeer,1,0.1%,Allure Queen,1,0.1%,Plunder Patroll,1,0.1%,World Legacy,1,0.1%,,,,Infernoid,1,0.1%,Argostars,1,0.1%
Odd-Eyes,1,0.1%,Naturia,1,0.1%,Ghoti,2,0.1%,SPYRAL,1,0.1%,Despia Shaddoll,1,0.1%,G Golem,1,0.1%,Synchron,1,0.1%,Runick,1,0.1%,Starry Knight,1,0.1%,,,,Dogmatika,1,0.1%,Dinomorphia,1,0.1%
Metalfoes,1,0.1%,,,,Zombies,1,0.1%,World Legacy,1,0.1%,Altergeist,1,0.1%,Witchcrafter,1,0.1%,,,,Lightsworn,1,0.1%,Battlewasp,1,0.1%,,,,Weather Painter,1,0.1%,Magistus,1,0.1%
Performage,1,0.1%,,,,Lunalight,1,0.1%,S-Force,1,0.1%,Phantom Knights,1,0.1%,Evil Eye Unchained,1,0.1%,,,,Ashened,1,0.1%,Shark,1,0.1%,,,,Ritual Beast,1,0.1%,Generaider,1,0.1%
Superheavy Samurai,1,0.1%,,,,Noble Knight,1,0.1%,Nekroz,1,0.1%,Meklord,1,0.1%,Ritual Beast,1,0.1%,,,,Dragon Link,1,0.1%,Fortune Lady,1,0.1%,,,,World Legacy,1,0.1%,Raidraptor,1,0.1%
Umi,1,0.1%,,,,Charmer,1,0.1%,Insect,1,0.1%,Argostars,1,0.1%,Utopia,1,0.1%,,,,SPYRAL,1,0.1%,Orcust Mekk-Knight,1,0.1%,,,,Gren Maju,1,0.1%,Graydle,1,0.1%
Amazement,1,0.1%,,,,Swordsoul,1,0.1%,Arcana Force,1,0.1%,Ogdoadic,1,0.1%,Speedroid,1,0.1%,,,,Dragon Ruler,1,0.1%,Madolche,1,0.1%,,,,Naturia,1,0.1%,Mekk-Knights,1,0.1%
Madolche,1,0.1%,,,,Nemleria,1,0.1%,Altergeist,1,0.1%,Scareclaw,1,0.1%,Time Thief,1,0.1%,,,,Ancient Gear,1,0.1%,Buster Blader,1,0.1%,,,,Mimighoul,1,0.1%,Gishki,1,0.1%
Nekroz,1,0.1%,,,,Amazement,1,0.1%,Chain Beat,1,0.1%,3-Axis,1,0.1%,Nekroz,1,0.1%,,,,,,,Primite,1,0.1%,,,,3-Axis,1,0.1%,Allure Queen,1,0.1%
Melffy,1,0.1%,,,,Dogmatika,1,0.1%,Mekk-Knights,1,0.1%,Icejade,1,0.1%,Subterror,1,0.1%,,,,,,,Insect,1,0.1%,,,,Sky Striker Orcust,1,0.1%,Ojama Paleozoic,1,0.1%
Nemleria,1,0.1%,,,,Windwitch,1,0.1%,Marincess,1,0.1%,Marincess,1,0.1%,Drytron,1,0.1%,,,,,,,Blackwings,1,0.1%,,,,Gate Guardian,1,0.1%,Mill,1,0.1%
Metalmorph,1,0.1%,,,,Stromberg,1,0.1%,Metalmorph,1,0.1%,,,,Trickstar,1,0.1%,,,,,,,Infernity,1,0.1%,,,,Buster Blader,1,0.1%,Myutant,1,0.1%
Orcust,1,0.1%,,,,Mikanko,1,0.1%,Ashened,1,0.1%,,,,Shinobird,1,0.1%,,,,,,,Cubic,1,0.1%,,,,True Draco,1,0.1%,Pendulum,1,0.1%
Gravekeeper,1,0.1%,,,,Infernity,1,0.1%,,,,,,,Purrely,1,0.1%,,,,,,,Relinquished,1,0.1%,,,,,,,Egyptian God,1,0.1%
Skull Servant,1,0.1%,,,,Altergeist,1,0.1%,,,,,,,Rescue-ACE,1,0.1%,,,,,,,Runick,1,0.1%,,,,,,,Fortune Lady,1,0.1%
Dogmatika,1,0.1%,,,,Shining Sarcophagus,1,0.1%,,,,,,,Invoke,1,0.1%,,,,,,,Live☆Twin,1,0.1%,,,,,,,Blackwings,1,0.1%
/Assault Mode,1,0.1%,,,,Mayakashi,1,0.1%,,,,,,,Infernoid,1,0.1%,,,,,,,Rescue-ACE,1,0.1%,,,,,,,Nordic,1,0.1%
Lyrilusc,1,0.1%,,,,Tri-Brigade,1,0.1%,,,,,,,Dogmatika Nekroz,1,0.1%,,,,,,,,,,,,,,,,Monarch,1,0.1%
,,,,,,Blackwings,1,0.1%,,,,,,,Galaxy Photon,1,0.1%,,,,,,,,,,,,,,,,Charmer,1,0.1%
,,,,,,Plunder Patroll,1,0.1%,,,,,,,Fabled,1,0.1%,,,,,,,,,,,,,,,,Reptilianne,1,0.1%
,,,,,,Malefic,1,0.1%,,,,,,,Endymion,1,0.1%,,,,,,,,,,,,,,,,Constellar,1,0.1%
,,,,,,Lair of Darkness,1,0.1%,,,,,,,ABC,1,0.1%,,,,,,,,,,,,,,,,Dragon Ruler,1,0.1%
,,,,,,Dracoslayer,1,0.1%,,,,,,,Cubic,1,0.1%,,,,,,,,,,,,,,,,Lair of Darkness,1,0.1%
,,,,,,Libromancer,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Despia Thunder Dragon,1,0.1%
,,,,,,Rank 8 go 2nd,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Psychics,1,0.1%
,,,,,,Vernusylph,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Stall,1,0.1%
,,,,,,Destiny Board,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Salamangreat,1,0.1%
,,,,,,Gem-Knights,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Six Samurai,1,0.1%
,,,,,,Melffy,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Gravekeeper,1,0.1%
,,,,,,Super Quant,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Nouvelles,1,0.1%
,,,,,,Lunalight Raidraptor,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Volcanic,1,0.1%
,,,,,,Fire Fist,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Fluffal,1,0.1%
,,,,,,World Legacy,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Eldlich,1,0.1%
,,,,,,Buster Blader,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Arcana Force,1,0.1%
,,,,,,Zoodiac,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Shark,1,0.1%
,,,,,,PSY-Frame,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,3-Axis,1,0.1%
,,,,,,Dual Avatar,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Mannadium,1,0.1%
,,,,,,Poker Knights,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Dragon Ruler,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Exosister,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Zefra,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Drytron,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Prank-Kids,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Trickstar,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3-Axis,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
