Blue-Eyes,2,0.3%,Swordsoul,2,0.2%,Goblin Biker,4,0.3%,Lunalight,2,0.2%,Madolche,2,0.2%,Evil Eye,4,0.3%,Scareclaw,2,0.2%,Windwitch,1,0.1%,Goblin Biker,2,0.2%,Vanquish Soul,1,0.1%,Burn,1,0.1%,Synchron,2,0.1%,Tri-Brigade,1,0.1%,Phantom Knights,2,0.2%,Rescue-ACE,3,0.2%
Madolche,2,0.3%,Vaylantz,2,0.2%,Vaylantz,3,0.2%,Vaylantz,2,0.2%,Orcust,2,0.2%,Cubic,3,0.2%,Ritual Beast,2,0.2%,Tenyi,1,0.1%,Phantom Knights,2,0.2%,Red-Eyes,1,0.1%,Eldlich,1,0.1%,Nouvelles,2,0.1%,Six Samurai,1,0.1%,Melodious,2,0.2%,Naturia,3,0.2%
D/D/D,2,0.3%,Volcanic,2,0.2%,Zombies,3,0.2%,Dinosaur,2,0.2%,Therion,2,0.2%,Machina,3,0.2%,Egyptian God,1,0.1%,Ogdoadic,1,0.1%,True Draco,2,0.2%,Nekroz,1,0.1%,Paleozoic,1,0.1%,Mayakashi,2,0.1%,Ice Barrier Crystrons,1,0.1%,Runick,2,0.2%,Tachyon,3,0.2%
Volcanic,2,0.3%,Mayakashi,2,0.2%,D/D/D,3,0.2%,Ninja,2,0.2%,Dark Magician,2,0.2%,Vaylantz,3,0.2%,Bystial,1,0.1%,Icejade,1,0.1%,Materiactor,2,0.2%,Synchron,1,0.1%,Floowandereeze,1,0.1%,Eldlich,2,0.1%,Nephthys,1,0.1%,Generaider,2,0.2%,B.E.S.,3,0.2%
Magical Musketeer,2,0.3%,Zefra,2,0.2%,Volcanic,3,0.2%,Prank-Kids,2,0.2%,Cubic,2,0.2%,Naturia,3,0.2%,Zoodiac,1,0.1%,Earthbound,1,0.1%,Dogmatika,2,0.2%,Allure Queen,1,0.1%,Weather Painter,1,0.1%,Phantom Knights,2,0.1%,Nouvelles,1,0.1%,Infernoble Knight,2,0.2%,Fiendsmith,2,0.1%
Goblin Biker,2,0.3%,Lunalight,2,0.2%,Utopia,3,0.2%,D/D/D,2,0.2%,Red-Eyes,2,0.2%,SPYRAL,3,0.2%,Cubic,1,0.1%,Horus,1,0.1%,Runick,2,0.2%,SPYRAL,1,0.1%,Goblin Biker,1,0.1%,Magical Musketeer,2,0.1%,Evil Eye,1,0.1%,Dragonmaid,2,0.2%,SPYRAL,2,0.1%
Machina,2,0.3%,Fur Hire,2,0.2%,Rank 8 go 2nd,3,0.2%,Drytron,2,0.2%,Mayakashi,1,0.1%,Madolche,3,0.2%,Dragonmaid,1,0.1%,Virtual World,1,0.1%,Melffy,2,0.2%,Zombies,1,0.1%,Prank-Kids,1,0.1%,Mikanko,2,0.1%,Mannadium,1,0.1%,Zombies,2,0.2%,Paleozoic,2,0.1%
Melffy,2,0.3%,Generaider,2,0.2%,Ghoti,3,0.2%,Mikanko,2,0.2%,Altergeist,1,0.1%,ABC,3,0.2%,Altergeist,1,0.1%,Adamancipator,1,0.1%,Galaxy Photon,1,0.1%,PSY-Frame,1,0.1%,Drytron,1,0.1%,Shaddoll,1,0.1%,Rank 8 go 2nd,1,0.1%,Vaalmonica,1,0.1%,Gren Maju,2,0.1%
Exosister,2,0.3%,Plunder Patroll,2,0.2%,Paleozoic,3,0.2%,Cubic,2,0.2%,World Chalice,1,0.1%,Paleozoic,3,0.2%,SPYRAL,1,0.1%,Vaylantz,1,0.1%,Invoke,1,0.1%,Trickstar,1,0.1%,Endymion,1,0.1%,Pendulum,1,0.1%,Dragon Ruler,1,0.1%,Dogmatika,1,0.1%,Marincess,2,0.1%
Light and Darkness,2,0.3%,Therion,2,0.2%,Dragoon,3,0.2%,Lightsworn,1,0.1%,SPYRAL,1,0.1%,Harpies,3,0.2%,Nekroz,1,0.1%,Speedroid Windwitch,1,0.1%,Subterror,1,0.1%,Libromancer,1,0.1%,Phantasm Spiral,1,0.1%,Nemleria,1,0.1%,Swordsoul,1,0.1%,3-Axis,1,0.1%,Infernity,2,0.1%
Therion,2,0.3%,Rank 8 go 2nd,2,0.2%,Drytron,3,0.2%,Odd-Eyes,1,0.1%,Amazement,1,0.1%,Fur Hire,3,0.2%,Chain Beat,1,0.1%,True Draco Monarchs,1,0.1%,Lair of Darkness,1,0.1%,Eldlich,1,0.1%,SPYRAL,1,0.1%,Fabled,1,0.1%,Fabled,1,0.1%,Weather Painter,1,0.1%,Crystal Beast,2,0.1%
Infernity,1,0.1%,D/D/D,2,0.2%,Dinosaur,3,0.2%,Springans,1,0.1%,Floowandereeze,1,0.1%,Gladiator Beasts,3,0.2%,Marincess,1,0.1%,Fortune Lady,1,0.1%,Speedroid,1,0.1%,True Draco,1,0.1%,Lightsworn,1,0.1%,Myutant,1,0.1%,Crystron,1,0.1%,Insect,1,0.1%,Goblin Biker,2,0.1%
Gold Pride,1,0.1%,Performapal,2,0.2%,Earthbound,3,0.2%,Performage,1,0.1%,Pendulum,1,0.1%,True Draco,3,0.2%,Lair of Darkness,1,0.1%,Generaider,1,0.1%,Cubic,1,0.1%,Magnet Warrior,1,0.1%,True Draco,1,0.1%,Live☆Twin,1,0.1%,Solfachord,1,0.1%,Infernoid,1,0.1%,Ritual Beast,2,0.1%
Myutant,1,0.1%,Mekk-Knights,2,0.2%,Galaxy Photon,3,0.2%,Nemleria,1,0.1%,World Legacy,1,0.1%,Endymion,3,0.2%,Monarchs,1,0.1%,Plunder Patroll,1,0.1%,Shaddoll,1,0.1%,Thunder Dragon,1,0.1%,Bystial,1,0.1%,Infernity,1,0.1%,Amazement,1,0.1%,Mimighoul,1,0.1%,Red Dragon Archfiend,2,0.1%
World Chalice,1,0.1%,Cubic,2,0.2%,Fur Hire,3,0.2%,Superheavy Samurai,1,0.1%,Ogdoadic,1,0.1%,Ogdoadic,3,0.2%,Volcanic,1,0.1%,Subterror,1,0.1%,Endymion,1,0.1%,Altergeist,1,0.1%,Infernity,1,0.1%,Agents,1,0.1%,Egyptian God,1,0.1%,Skull Servant,1,0.1%,Lightsworn,2,0.1%
Mayakashi,1,0.1%,Dragonmaid,1,0.1%,Synchron,3,0.2%,Performapal,1,0.1%,Tellarknight,1,0.1%,Gishki,2,0.1%,Ashened,1,0.1%,Materiactor,1,0.1%,Fabled,1,0.1%,Cyber Dragon,1,0.1%,Ashened,1,0.1%,Therion,1,0.1%,Vanquish Soul,1,0.1%,Gren Maju,1,0.1%,Purrely,2,0.1%
Superheavy Samurai,1,0.1%,Melffy,1,0.1%,Ninja,3,0.2%,Metalfoes,1,0.1%,Dream Mirror,1,0.1%,Lightsworn,2,0.1%,Zombies,1,0.1%,Tistina,1,0.1%,G Golem,1,0.1%,Goblin Biker,1,0.1%,Nemleria,1,0.1%,Chain Burn,1,0.1%,Melodious,1,0.1%,Kashtira,1,0.1%,Ogdoadic,2,0.1%
Icejade,1,0.1%,Buster Blader,1,0.1%,Crusadia,2,0.1%,Infernity,1,0.1%,Sacred Beast,1,0.1%,Clear World,2,0.1%,Metalmorph,1,0.1%,Meklord,1,0.1%,Naturia,1,0.1%,Rescue-ACE,1,0.1%,Runick,1,0.1%,Time Thief,1,0.1%,Psychics,1,0.1%,Mathmech,1,0.1%,Gimmick Puppet,2,0.1%
Lightsworn,1,0.1%,Tech Genus,1,0.1%,SPYRAL,2,0.1%,Madolche,1,0.1%,ABC,1,0.1%,Red-Eyes,2,0.1%,Gladiator Beasts,1,0.1%,Vanquish Soul,1,0.1%,Springans,1,0.1%,Super Quant,1,0.1%,Rescue-ACE,1,0.1%,Ice Barrier,1,0.1%,Melffy,1,0.1%,True Draco,1,0.1%,Chimera,2,0.1%
Charmer,1,0.1%,Memento,1,0.1%,Malefic,2,0.1%,Shining Sarcophagus,1,0.1%,Swordsoul,1,0.1%,Doll Monster,2,0.1%,Utopia,1,0.1%,Naturia,1,0.1%,Argostars,1,0.1%,Chimera,1,0.1%,Phantom Knights,1,0.1%,Generaider,1,0.1%,Gimmick Puppet,1,0.1%,Spright,1,0.1%,Plant,2,0.1%
Nouvelles,1,0.1%,Goblin Biker,1,0.1%,Shining Sarcophagus,2,0.1%,Ogdoadic,1,0.1%,Invoke,1,0.1%,Infernoid,2,0.1%,Rescue-ACE,1,0.1%,Dragunity,1,0.1%,Stall,1,0.1%,Dragoon,1,0.1%,Dragon Link,1,0.1%,Orcust Mekk-Knight,1,0.1%,P.U.N.K.,1,0.1%,Sky Striker Orcust,1,0.1%,Phantom Knights,2,0.1%
Memento,1,0.1%,Aero Shark FTK,1,0.1%,Trickstar,2,0.1%,Dogmatika,1,0.1%,Phantasm Spiral,1,0.1%,Adamancipator,2,0.1%,Tenyi,1,0.1%,Phantom Knights,1,0.1%,Ritual Beast,1,0.1%,Cubic,1,0.1%,P.U.N.K.,1,0.1%,Buster Blader,1,0.1%,Paleozoic,1,0.1%,Ritual Beast,1,0.1%,Scareclaw,2,0.1%
Buster Blader,1,0.1%,Shining Sarcophagus,1,0.1%,Therion,2,0.1%,World Legacy,1,0.1%,Lyrilusc,1,0.1%,Galaxy Photon,2,0.1%,S-Force,1,0.1%,Metalmorph,1,0.1%,Purrely,1,0.1%,Magical Musketeer,1,0.1%,Plunder Patroll,1,0.1%,Fortune Lady,1,0.1%,Runick,1,0.1%,Ryu-Ge,1,0.1%,Ghoti,2,0.1%
Altergeist,1,0.1%,Agents,1,0.1%,Performapal,2,0.1%,Melffy,1,0.1%,Darklord,1,0.1%,Utopia,2,0.1%,Machina,1,0.1%,Mimighoul,1,0.1%,Trickstar,1,0.1%,Evil Eye,1,0.1%,Ryzeal,1,0.1%,Tri-Brigade,1,0.1%,Ursarctic,1,0.1%,Volcanic,1,0.1%,Raidraptor,1,0.1%
Generaider Subterror,1,0.1%,Magnet Warrior,1,0.1%,Crystal Beast,2,0.1%,Earthbound,1,0.1%,Herald,1,0.1%,Goblin Biker,2,0.1%,Evil Eye,1,0.1%,Shining Sarcophagus,1,0.1%,Swordsoul,1,0.1%,Phantom Knights,1,0.1%,Insect,1,0.1%,ABC,1,0.1%,True Draco,1,0.1%,Argostars,1,0.1%,Gate Guardian,1,0.1%
Exodia,1,0.1%,Tri-Brigade,1,0.1%,Weather Painter,2,0.1%,Metalmorph,1,0.1%,Counter Fairies,1,0.1%,Volcanic,2,0.1%,Mayakashi,1,0.1%,Ritual Beast,1,0.1%,Shinobird,1,0.1%,Materiactor,1,0.1%,Fabled,1,0.1%,Horus,1,0.1%,Traptrix,1,0.1%,Vendread,1,0.1%,Reptilianne,1,0.1%
Gate Guardian,1,0.1%,Symphonic Warrior,1,0.1%,Shinobird,2,0.1%,Orcust,1,0.1%,Alien,1,0.1%,Marincess,2,0.1%,Shinobird,1,0.1%,Time Thief,1,0.1%,Evil Eye Unchained,1,0.1%,Burn,1,0.1%,Materiactor,1,0.1%,Naturia,1,0.1%,Eldlich,1,0.1%,Shining Sarcophagus,1,0.1%,Myutant,1,0.1%
Ghoti,1,0.1%,Infernity,1,0.1%,Tellarknight,2,0.1%,Crystal Beast,1,0.1%,Dracoslayer,1,0.1%,Chronomaly,2,0.1%,Madolche,1,0.1%,Chain Burn,1,0.1%,Nekroz,1,0.1%,Orcust Mekk-Knight,1,0.1%,Sky Striker Orcust,1,0.1%,Rescue-ACE,1,0.1%,Lightsworn,1,0.1%,Purrely,1,0.1%,Monarchs,1,0.1%
Crystal Beast,1,0.1%,Odd-Eyes,1,0.1%,Dark World,2,0.1%,Gravekeeper,1,0.1%,Naturia,1,0.1%,Superheavy Samurai,2,0.1%,Mekk-Knights,1,0.1%,Scareclaw,1,0.1%,Phantasm Spiral,1,0.1%,Spellbook,1,0.1%,True Draco Monarchs,1,0.1%,World Legacy,1,0.1%,Pendulum,1,0.1%,Lunalight Raidraptor,1,0.1%,Charmer,1,0.1%
Mekk-Knight Crusadia,1,0.1%,Eldlich,1,0.1%,Infernity,2,0.1%,Gunkan Suship,1,0.1%,Lunalight,1,0.1%,Ghoti,2,0.1%,Invoke,1,0.1%,Paleozoic,1,0.1%,Time Thief,1,0.1%,Galaxy Photon,1,0.1%,Meklord,1,0.1%,Battlewasp,1,0.1%,Ice Barrier,1,0.1%,Gate Guardian,1,0.1%,Magistus,1,0.1%
Zefra,1,0.1%,Cyberse Combo,1,0.1%,Burn,2,0.1%,Gaia,1,0.1%,Gishki,1,0.1%,Virtual World,2,0.1%,Paleozoic,1,0.1%,Mikanko,1,0.1%,Libromancer,1,0.1%,Nemleria,1,0.1%,Mayakashi,1,0.1%,Vendread,1,0.1%,Superheavy Samurai,1,0.1%,Cubic,1,0.1%,Ojama Paleozoic,1,0.1%
Gravekeeper,1,0.1%,Numeron,1,0.1%,Buster Blader,2,0.1%,Nekroz,1,0.1%,Infernity,1,0.1%,Allure Queen,2,0.1%,Dark World,1,0.1%,Mayakashi,1,0.1%,Magical Musketeer,1,0.1%,Mikanko,1,0.1%,Ninja,1,0.1%,Endymion,1,0.1%,,,,Gladiator Beasts,1,0.1%,Six Samurai,1,0.1%
Lyrilusc,1,0.1%,Adamancipator,1,0.1%,Numeron,2,0.1%,/Assault Mode,1,0.1%,Zoodiac,1,0.1%,Tellarknight,2,0.1%,Harpie Tri-Brigade,1,0.1%,Malefic,1,0.1%,Vaalmonica,1,0.1%,World Legacy,1,0.1%,Herald,1,0.1%,Runick,1,0.1%,,,,B.E.S.,1,0.1%,Mill,1,0.1%
Mikanko,1,0.1%,Flame Swordsman,1,0.1%,Libromancer,2,0.1%,P.U.N.K.,1,0.1%,,,,Dual Avatar,1,0.1%,Vernusylph,1,0.1%,Argostars,1,0.1%,Utopia,1,0.1%,Fabled,1,0.1%,Dragon Ruler,1,0.1%,Shark,1,0.1%,,,,Buster Blader,1,0.1%,Gladiator Beasts,1,0.1%
Shining Sarcophagus,1,0.1%,ABC,1,0.1%,Horus,2,0.1%,Ghoti,1,0.1%,,,,Dogmatika,1,0.1%,Arcana Force,1,0.1%,Altergeist,1,0.1%,World Legacy,1,0.1%,,,,Ancient Gear,1,0.1%,True Draco,1,0.1%,,,,Paleozoic,1,0.1%,Stall,1,0.1%
Shiranui,1,0.1%,Nordic,1,0.1%,Memento,1,0.1%,Amazement,1,0.1%,,,,Lunalight,1,0.1%,Amazement,1,0.1%,Battlewasp,1,0.1%,Infernoid,1,0.1%,,,,Orcust Mekk-Knight,1,0.1%,Malefic,1,0.1%,,,,World Legacy,1,0.1%,Arcana Force,1,0.1%
Dogmatika,1,0.1%,Prank-Kids,1,0.1%,Performage,1,0.1%,Skull Servant,1,0.1%,,,,Stromberg,1,0.1%,Malefic,1,0.1%,Despia Shaddoll,1,0.1%,Altergeist,1,0.1%,,,,Superheavy Samurai,1,0.1%,Amazement,1,0.1%,,,,Rescue-ACE,1,0.1%,Volcanic,1,0.1%
Zombies,1,0.1%,Exosister,1,0.1%,Mekk-Knights,1,0.1%,Mayakashi,1,0.1%,,,,Zefra,1,0.1%,Tachyon,1,0.1%,World Legacy,1,0.1%,Witchcrafter,1,0.1%,,,,Predaplant,1,0.1%,Libromancer,1,0.1%,,,,Phantasm Spiral,1,0.1%,3-Axis,1,0.1%
Tri-Brigade,1,0.1%,Zombies,1,0.1%,Myutant Thunder Dragon,1,0.1%,Blackwings,1,0.1%,,,,Plunder Patroll,1,0.1%,Shining Sarcophagus,1,0.1%,Raidraptor,1,0.1%,Nemleria,1,0.1%,,,,Kashtira,1,0.1%,Prediction Princess,1,0.1%,,,,Plant,1,0.1%,Pendulum,1,0.1%
Egyptian God,1,0.1%,Time Thief,1,0.1%,Nordic,1,0.1%,Scareclaw,1,0.1%,,,,Prank-Kids,1,0.1%,Materiactor,1,0.1%,Marincess,1,0.1%,Tech Genus,1,0.1%,,,,,,,Watt,1,0.1%,,,,Floowandereeze,1,0.1%,Blackwings,1,0.1%
Shaddoll,1,0.1%,Charmer,1,0.1%,Skull Servant,1,0.1%,Altergeist,1,0.1%,,,,Lair of Darkness,1,0.1%,World Legacy,1,0.1%,Madolche,1,0.1%,Prank-Kids,1,0.1%,,,,,,,Starry Knight,1,0.1%,,,,Fabled,1,0.1%,Allure Queen,1,0.1%
Invoke,1,0.1%,Cyber Dragon,1,0.1%,Altergeist,1,0.1%,Dragoon,1,0.1%,,,,Buster Blader,1,0.1%,Magical Musketeer,1,0.1%,3-Axis,1,0.1%,Dogmatika Nekroz,1,0.1%,,,,,,,Insect,1,0.1%,,,,Eldlich,1,0.1%,Dinomorphia,1,0.1%
SPYRAL,1,0.1%,World Chalice,1,0.1%,Mayakashi Eldlich,1,0.1%,Umi,1,0.1%,,,,Melffy,1,0.1%,Insect,1,0.1%,,,,Morphtronic,1,0.1%,,,,,,,Blackwings,1,0.1%,,,,Naturia,1,0.1%,Fluffal,1,0.1%
Horus,1,0.1%,World Legacy,1,0.1%,Egyptian God,1,0.1%,Gold Pride,1,0.1%,,,,Poker Knights,1,0.1%,Weather Painter,1,0.1%,,,,Heraldic Beast,1,0.1%,,,,,,,Relinquished,1,0.1%,,,,Ninja,1,0.1%,Mayakashi,1,0.1%
Unchained,1,0.1%,Trickstar,1,0.1%,Megalith,1,0.1%,Synchron,1,0.1%,,,,3-Axis,1,0.1%,,,,,,,3-Axis,1,0.1%,,,,,,,Crystal Beast,1,0.1%,,,,,,,Mannadium,1,0.1%
Nemleria,1,0.1%,Fabled,1,0.1%,Blackwings,1,0.1%,Eldlich,1,0.1%,,,,Destiny Board,1,0.1%,,,,,,,Mayakashi,1,0.1%,,,,,,,Primite,1,0.1%,,,,,,,Magical Musketeer,1,0.1%
Infernoid,1,0.1%,Earthbound,1,0.1%,Tistina,1,0.1%,Malefic,1,0.1%,,,,Lunalight Raidraptor,1,0.1%,,,,,,,Drytron,1,0.1%,,,,,,,Madolche,1,0.1%,,,,,,,Nouvelles,1,0.1%
Umi,1,0.1%,Ancient Warriors,1,0.1%,Ashened,1,0.1%,Lyrilusc,1,0.1%,,,,Drytron,1,0.1%,,,,,,,ABC,1,0.1%,,,,,,,Cubic,1,0.1%,,,,,,,Salamangreat,1,0.1%
Evil Eye,1,0.1%,Adventure,1,0.1%,Dragonmaid,1,0.1%,Mannadium,1,0.1%,,,,Malefic,1,0.1%,,,,,,,Exosister,1,0.1%,,,,,,,,,,,,,,,,Psychics,1,0.1%
Galaxy Photon,1,0.1%,Ogdoadic,1,0.1%,Nekroz,1,0.1%,Weather Painter,1,0.1%,,,,Zombies,1,0.1%,,,,,,,Earthbound,1,0.1%,,,,,,,,,,,,,,,,Mekk-Knights,1,0.1%
Eldlich,1,0.1%,Necrofear,1,0.1%,Invoke,1,0.1%,,,,,,,Windwitch,1,0.1%,,,,,,,Agents,1,0.1%,,,,,,,,,,,,,,,,Argostars,1,0.1%
Tistina,1,0.1%,Lightsworn,1,0.1%,Superheavy Samurai,1,0.1%,,,,,,,Fire Fist,1,0.1%,,,,,,,Despia Thunder Dragon,1,0.1%,,,,,,,,,,,,,,,,Egyptian God,1,0.1%
,,,Spirits,1,0.1%,World Legacy,1,0.1%,,,,,,,Dragon Ruler,1,0.1%,,,,,,,Rescue-ACE,1,0.1%,,,,,,,,,,,,,,,,Red-Eyes,1,0.1%
,,,/Assault Mode,1,0.1%,Insect,1,0.1%,,,,,,,Amazement,1,0.1%,,,,,,,Gunkan Suship,1,0.1%,,,,,,,,,,,,,,,,Lair of Darkness,1,0.1%
,,,Dream Mirror,1,0.1%,Dogmatika,1,0.1%,,,,,,,Tri-Brigade,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Scareclaw Tri-Brigade,1,0.1%
,,,Madolche,1,0.1%,Tri-Brigade,1,0.1%,,,,,,,Mayakashi,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Eldlich,1,0.1%
,,,,,,Eldlich,1,0.1%,,,,,,,Blackwings,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Vendread,1,0.1%
,,,,,,Plunder Patroll,1,0.1%,,,,,,,Dracoslayer,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Nordic,1,0.1%
,,,,,,Ursarctic,1,0.1%,,,,,,,Charmer,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Fabled,1,0.1%
,,,,,,Ogdoadic,1,0.1%,,,,,,,Rank 8 go 2nd,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Fortune Lady,1,0.1%
,,,,,,Agents,1,0.1%,,,,,,,Altergeist,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Ruler,1,0.1%
,,,,,,Subterror,1,0.1%,,,,,,,Noble Knight,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Graydle,1,0.1%
,,,,,,Myutant,1,0.1%,,,,,,,Nemleria,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Constellar,1,0.1%
,,,,,,Auroradon Combo,1,0.1%,,,,,,,Vernusylph,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Primite,1,0.1%
,,,,,,Light and Darkness,1,0.1%,,,,,,,PSY-Frame,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Shark,1,0.1%
,,,,,,Zefra,1,0.1%,,,,,,,Trickstar,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Generaider,1,0.1%
,,,,,,P.U.N.K.,1,0.1%,,,,,,,Infernity,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Despia Thunder Dragon,1,0.1%
,,,,,,Shark,1,0.1%,,,,,,,Libromancer,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Gishki,1,0.1%
,,,,,,Harpies,1,0.1%,,,,,,,Super Quant,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,Gravekeeper,1,0.1%
,,,,,,Kozmo,1,0.1%,,,,,,,Gem-Knights,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ancient Warriors,1,0.1%,,,,,,,Exosister,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Generaider,1,0.1%,,,,,,,World Legacy,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Flame Swordsman,1,0.1%,,,,,,,Mikanko,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Odd-Eyes,1,0.1%,,,,,,,Swordsoul,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Gold Pride,1,0.1%,,,,,,,Zoodiac,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Allure Queen,1,0.1%,,,,,,,Shining Sarcophagus,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mannadium,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mayakashi,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Melffy Tri-Brigade,1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
