Fur Hire,1,0.1%,Crystal Beast,1,0.1%,Invoked Dogmatika,3,0.2%,Heraldic Beast,1,0.1%,Noble Knight,1,0.1%,Lyrilusc,2,0.2%,Morphtronic,1,0.1%,Branded Tearlaments,1,0.1%,Infernity,2,0.2%,Genex,1,0.1%,Crystal Beast,1,0.1%,Nemleria,1,0.1%
Phantom Knight Burning Abyss,1,0.1%,Altergeist,1,0.1%,Crystal Beast,2,0.1%,Star,1,0.1%,Buster Blader Dragon Link,1,0.1%,Numeron,2,0.2%,Dragunity,1,0.1%,Advanced Crystal Beast,1,0.1%,Tellarknight,2,0.2%,Zefra,1,0.1%,Trickstar,1,0.1%,Trap Monsters,1,0.1%
Cyberse Combo,1,0.1%,Odd-Eyes,1,0.1%,Salamangreat,2,0.1%,Agents,1,0.1%,Plunder Patroll,1,0.1%,Scareclaw Tri-Brigade,2,0.2%,Galaxy Photon,1,0.1%,Orcust,1,0.1%,Memento,2,0.2%,Sacred Beast,1,0.1%,Ancient Warriors,1,0.1%,Fortune Lady,1,0.1%
Dual Avatar,1,0.1%,Performapal,1,0.1%,Dragonmaid,2,0.1%,Gishki,1,0.1%,Infernity,1,0.1%,Chain Burn,2,0.2%,Prank-Kids,1,0.1%,Fire King Tri-Brigade,1,0.1%,Lair of Darkness,2,0.2%,Lunalight,1,0.1%,Speedroid,1,0.1%,Lunalight,1,0.1%
Weather Painter,1,0.1%,Dracoslayer,1,0.1%,Umi Control,2,0.1%,Dragon Link,1,0.1%,Egyptian God,1,0.1%,Phantom Knights,2,0.2%,Kozmo,1,0.1%,Umi Control,1,0.1%,Skull Servant,2,0.2%,Gold Pride,1,0.1%,Infernity,1,0.1%,World Chalice,1,0.1%
Mekk-Knight Crusadia,1,0.1%,Burn,1,0.1%,Mekk-Knights,2,0.1%,Earth Machine,1,0.1%,Marincess,1,0.1%,Eldlich,2,0.2%,Volcanic,1,0.1%,Phantom Knights,1,0.1%,Volcanic,2,0.2%,Tellarknight,1,0.1%,Evil Eye,1,0.1%,Libromancer,1,0.1%
Madolche,1,0.1%,ABC,1,0.1%,Railway,2,0.1%,Dark Magician,1,0.1%,Invoked Dogmatika Shaddoll,1,0.1%,Warrior Combo,2,0.2%,Dragonmaid,1,0.1%,Malefic,1,0.1%,Time Thief,2,0.2%,Weather Painter,1,0.1%,Ghoti,1,0.1%,Volcanic,1,0.1%
Harpie Tri-Brigade,1,0.1%,Chaos MAX,1,0.1%,Ursarctic,2,0.1%,Battlin' Boxer,1,0.1%,Code Talker,1,0.1%,Infernity,2,0.2%,Plunder Patroll,1,0.1%,Koa'ki Meiru,1,0.1%,Gold Pride,2,0.2%,Solfachord,1,0.1%,Subterror,1,0.1%,Dinowrestler,1,0.1%
Blue-Eyes,1,0.1%,Spright,1,0.1%,Darklord,2,0.1%,Buster Blader,1,0.1%,Symphonic Warrior,1,0.1%,Magical Musket,2,0.2%,Chain Burn,1,0.1%,Danger Dark World,1,0.1%,Superheavy Samurai,2,0.2%,SPYRAL,1,0.1%,Chain Burn,1,0.1%,Goblin Biker,1,0.1%
Invoked Dogmatika,1,0.1%,Dragon Ruler,1,0.1%,Tellarknight,2,0.1%,Subterror,1,0.1%,Cyberdark,1,0.1%,Virtual World,2,0.2%,Ogdoadic,1,0.1%,Lyrilusc Tri-Brigade,1,0.1%,Ghoti,2,0.2%,Earth Machine,1,0.1%,Adventure Prank-Kids,1,0.1%,Dragon Ruler,1,0.1%
Danger Dark World,1,0.1%,Monarchs,1,0.1%,Branded Tearlaments,2,0.1%,Adamancipator,1,0.1%,Predaplant,1,0.1%,Egyptian God,2,0.2%,Nouvelles,1,0.1%,Runick,1,0.1%,Crystal Beast,2,0.2%,Odd-Eyes,1,0.1%,Mekk-Knight Crusadia,1,0.1%,Fur Hire,1,0.1%
Mermail Atlantean,1,0.1%,Malefic,1,0.1%,Melffy,2,0.1%,Shark,1,0.1%,Sacred Beast,1,0.1%,Nemleria,2,0.2%,Mayakashi,1,0.1%,Burn,1,0.1%,Horus,2,0.2%,Aroma,1,0.1%,Altergeist,1,0.1%,Solfachord,1,0.1%
Infernoble Knight,1,0.1%,Generaider,1,0.1%,Blue-Eyes,2,0.1%,Adventure Prank-Kids,1,0.1%,Earth Machine,1,0.1%,Solfachord,2,0.2%,Fluffal,1,0.1%,Zefra,1,0.1%,Dracoslayer,2,0.2%,Lair of Darkness,1,0.1%,Agents,1,0.1%,Genex,1,0.1%
Megalith,1,0.1%,Cubic,1,0.1%,Icejade,2,0.1%,Nekroz,1,0.1%,Ogdoadic,1,0.1%,Nouvelles,2,0.2%,Fabled,1,0.1%,Gold Pride,1,0.1%,Gaia,2,0.2%,Fire King Tri-Brigade,1,0.1%,Lyrilusc,1,0.1%,Mayakashi,1,0.1%
Zefra,1,0.1%,Zoodiac Tri-Brigade,1,0.1%,Live☆Twin Unchained,2,0.1%,Mayakashi,1,0.1%,Stardust Bystial,1,0.1%,Gem-Knights,2,0.2%,Umi Control,1,0.1%,Speedroid,1,0.1%,Gem-Knights,2,0.2%,Numeron,1,0.1%,Lunalight,1,0.1%,Superheavy Samurai,1,0.1%
Charmer,1,0.1%,Mekk-Knight Crusadia,1,0.1%,Danger Dark World,2,0.1%,Mekk-Knight Crusadia,1,0.1%,Swordsoul,1,0.1%,Zoodiac Tri-Brigade,2,0.2%,Performapal,1,0.1%,Lair of Darkness,1,0.1%,Springans,2,0.2%,Alien,1,0.1%,Supreme King,1,0.1%,Prank-Kids,1,0.1%
Dark Magician,1,0.1%,Magical Musket,1,0.1%,Bystial Runick,2,0.1%,Ghoti,1,0.1%,Red-Eyes,1,0.1%,Lunalight,2,0.2%,Adamancipator,1,0.1%,Performapal,1,0.1%,Speedroid,1,0.1%,Mekk-Knight Crusadia,1,0.1%,Egyptian God,1,0.1%,Danger Dark World,1,0.1%
Trickstar,1,0.1%,Fluffal,1,0.1%,Infernity,2,0.1%,Madolche,1,0.1%,Toon,1,0.1%,Crystal Beast,2,0.2%,Tri-Brigade Spright,1,0.1%,Mekk-Knight Crusadia,1,0.1%,Spellbook,1,0.1%,Phantom Knight Orcust,1,0.1%,Nordic,1,0.1%,Earth Machine,1,0.1%
Branded Predaplant,1,0.1%,Live☆Twin Dogmatika,1,0.1%,Numeron,2,0.1%,Exodia,1,0.1%,Altergeist,1,0.1%,Toon,2,0.2%,Magikey,1,0.1%,Gishki,1,0.1%,Magical Musket,1,0.1%,Superheavy Samurai,1,0.1%,Adamancipator,1,0.1%,Stall,1,0.1%
Grass Chaos,1,0.1%,Lunalight Raidraptor,1,0.1%,Live☆Twin,2,0.1%,True Draco,1,0.1%,Infernoid,1,0.1%,Tri-Brigade,1,0.1%,Springans,1,0.1%,Chaos,1,0.1%,Prank-Kids,1,0.1%,Tri-Brigade Spright,1,0.1%,Tech Genus,1,0.1%,Telefon Combo,1,0.1%
Live☆Twin Dogmatika,1,0.1%,Formula Athletes,1,0.1%,Dark Magician,2,0.1%,Infernity,1,0.1%,Rokket,1,0.1%,Mayakashi,1,0.1%,Libromancer,1,0.1%,Chain Burn,1,0.1%,Buster Blader Dragon Link,1,0.1%,True Draco Monarchs,1,0.1%,Amazement,1,0.1%,Therion,1,0.1%
Blackwings,1,0.1%,Armed Dragon,1,0.1%,D/D/D,2,0.1%,Lair of Darkness,1,0.1%,Fluffal,1,0.1%,Live☆Twin Unchained,1,0.1%,Predaplant,1,0.1%,Mayakashi,1,0.1%,Icejade,1,0.1%,Gate Guardian,1,0.1%,Danger Dark World,1,0.1%,Runick,1,0.1%
Mayakashi,1,0.1%,Magistus,1,0.1%,Gunkan Suship,1,0.1%,Darklord,1,0.1%,Evol,1,0.1%,Speedroid,1,0.1%,Zombies,1,0.1%,Gouki,1,0.1%,Tri-Brigade,1,0.1%,Blackwings,1,0.1%,True Draco,1,0.1%,Witchcrafter,1,0.1%
Yosenju,1,0.1%,Adventure Prank-Kids,1,0.1%,Dracoslayer,1,0.1%,Marincess,1,0.1%,Madolche,1,0.1%,Evol,1,0.1%,Nemleria,1,0.1%,Armed Dragon,1,0.1%,Darklord,1,0.1%,Lunalight Raidraptor,1,0.1%,Earth Machine,1,0.1%,Gold Pride,1,0.1%
Buster Blader,1,0.1%,Ancient Warriors,1,0.1%,Tri-Brigade,1,0.1%,Melffy Tri-Brigade,1,0.1%,Vaylantz,1,0.1%,Chaos,1,0.1%,Danger Dark World,1,0.1%,Dracoslayer,1,0.1%,Earth Machine,1,0.1%,Predaplant,1,0.1%,Zoodiac,1,0.1%,Blackwings,1,0.1%
Dragon Ruler,1,0.1%,Invoked P.U.N.K.,1,0.1%,Roid,1,0.1%,Spellbook,1,0.1%,Warrior Combo,1,0.1%,Prank-Kids,1,0.1%,Adventure Prank-Kids,1,0.1%,Invoked Thunder Dragon,1,0.1%,Mayakashi,1,0.1%,Melffy,1,0.1%,Dark Magician,1,0.1%,Bystial,1,0.1%
Invoked Thunder Dragon,1,0.1%,Madolche,1,0.1%,Armed Dragon,1,0.1%,Invoked,1,0.1%,Subterror Amazement Dogmatika,1,0.1%,Destiny Board,1,0.1%,@Ignister,1,0.1%,Madolche,1,0.1%,Danger Dark World,1,0.1%,Virtual World,1,0.1%,Mayakashi,1,0.1%,Infernity,1,0.1%
Gouki,1,0.1%,World Chalice,1,0.1%,Phantom Knights,1,0.1%,Virtual World,1,0.1%,Chain Burn,1,0.1%,Chaos MAX,1,0.1%,Tech Genus,1,0.1%,Snake-Eye Rescue Ace,1,0.1%,Vernusylph,1,0.1%,Ojama,1,0.1%,Solfachord,1,0.1%,Watt,1,0.1%
Branded Tearlaments,1,0.1%,Lyrilusc Tri-Brigade,1,0.1%,Fortune Lady,1,0.1%,Lyrilusc Tri-Brigade,1,0.1%,Nordic,1,0.1%,Vernusylph,1,0.1%,Ancient Warriors,1,0.1%,Libromancer,1,0.1%,Phantom Knights,1,0.1%,Zoodiac,1,0.1%,Tindangle,1,0.1%,Stardust Bystial,1,0.1%
Gunkan Suship,1,0.1%,Charmer,1,0.1%,Burning Abyss,1,0.1%,Scareclaw Tri-Brigade,1,0.1%,Dream Mirror,1,0.1%,Evilswarm,1,0.1%,Mekk-Knight Crusadia,1,0.1%,Evil Eye Unchained,1,0.1%,Majespecter,1,0.1%,Danger Dark World,1,0.1%,Melffy,1,0.1%,Super Quant,1,0.1%
Meklord,1,0.1%,Solfachord,1,0.1%,Subterror,1,0.1%,Gunkan Suship,1,0.1%,Live☆Twin Unchained,1,0.1%,Magikey,1,0.1%,Chaos,1,0.1%,Time Thief,1,0.1%,Batteryman,1,0.1%,Memento,1,0.1%,Supreme King Melodious,1,0.1%,Shinobird,1,0.1%
Zoodiac Eldlich,1,0.1%,Buster Blader,1,0.1%,Phantom Knight Burning Abyss,1,0.1%,Gate Guardian,1,0.1%,Lyrilusc,1,0.1%,Blue-Eyes,1,0.1%,Cyber Dragon,1,0.1%,Gate Guardian,1,0.1%,Cyber Dragon,1,0.1%,Adamancipator,1,0.1%,Artifact,1,0.1%,Time Thief,1,0.1%
Chaos MAX,1,0.1%,Prank-Kids,1,0.1%,Buster Blader,1,0.1%,D/D/D,1,0.1%,Adventure,1,0.1%,Agents,1,0.1%,Phantom Knights,1,0.1%,Eldlich,1,0.1%,Nordic,1,0.1%,Ghoti,1,0.1%,Nouvelles,1,0.1%,Earthbound,1,0.1%
,,,,,,Libromancer,1,0.1%,Numeron,1,0.1%,Fur Hire,1,0.1%,Tistina,1,0.1%,Aquaactress,1,0.1%,Tri-Brigade Spright,1,0.1%,Igknight,1,0.1%,Dark Magician,1,0.1%,Blackwings,1,0.1%,Mekk-Knight Crusadia,1,0.1%
,,,,,,Battlin' Boxer,1,0.1%,Crusadia,1,0.1%,Adventure Prank-Kids,1,0.1%,Drytron,1,0.1%,Branded Tearlaments,1,0.1%,Watt,1,0.1%,Alien Ogdoadic,1,0.1%,Stardust Bystial,1,0.1%,Alien Ogdoadic,1,0.1%,Chain Burn,1,0.1%
,,,,,,Gem-Knights,1,0.1%,Egyptian God,1,0.1%,Pendulum Magician,1,0.1%,Dragunity,1,0.1%,Armed Dragon,1,0.1%,Swordsoul,1,0.1%,Performapal,1,0.1%,Blue-Eyes,1,0.1%,Amorphage,1,0.1%,Swordsoul Tenyi,1,0.1%
,,,,,,Formula Athletes,1,0.1%,Zombie World Eldlich,1,0.1%,Scareclaw Tri-Brigade,1,0.1%,Fire Fist,1,0.1%,Watt,1,0.1%,,,,Adventure Prank-Kids,1,0.1%,Mayakashi,1,0.1%,Eldlich,1,0.1%,Tri-Brigade,1,0.1%
,,,,,,Speedroid,1,0.1%,Scareclaw,1,0.1%,Adventure Combo,1,0.1%,Shark,1,0.1%,True Draco,1,0.1%,,,,Therion,1,0.1%,Plants,1,0.1%,Spirits,1,0.1%,Tellarknight,1,0.1%
,,,,,,Exodia,1,0.1%,Fluffal,1,0.1%,Runick,1,0.1%,Springans,1,0.1%,Atlantean,1,0.1%,,,,Tistina,1,0.1%,,,,Exosister,1,0.1%,Plants,1,0.1%
,,,,,,Noble Knight,1,0.1%,Earthbound,1,0.1%,Magnet Warrior,1,0.1%,Dream Mirror,1,0.1%,Fur Hire,1,0.1%,,,,Snake-Eye Rescue Ace,1,0.1%,,,,Windwitch,1,0.1%,Trickstar,1,0.1%
,,,,,,Virtual World,1,0.1%,Tri-Brigade,1,0.1%,Magical Musket,1,0.1%,Trickstar,1,0.1%,Marincess,1,0.1%,,,,Adamancipator,1,0.1%,,,,Lunalight Orcust,1,0.1%,Invoked Dogmatika,1,0.1%
,,,,,,S-Force,1,0.1%,,,,S-Force,1,0.1%,Cubic,1,0.1%,Malefic,1,0.1%,,,,Drytron,1,0.1%,,,,Adventure Phantom Knights,1,0.1%,,,
,,,,,,True Draco,1,0.1%,,,,Virtual World,1,0.1%,Mermail Atlantean,1,0.1%,,,,,,,8-Axis Blind Second,1,0.1%,,,,Volcanic,1,0.1%,,,
,,,,,,Pendulum Magician,1,0.1%,,,,Dark Magician,1,0.1%,Code Talker,1,0.1%,,,,,,,Utopia,1,0.1%,,,,Unchained,1,0.1%,,,
,,,,,,Blind Second,1,0.1%,,,,Kuriboh,1,0.1%,Lair of Darkness,1,0.1%,,,,,,,Swordsoul,1,0.1%,,,,Springans,1,0.1%,,,
,,,,,,Nordic,1,0.1%,,,,Mermail Atlantean,1,0.1%,Generaider,1,0.1%,,,,,,,Mekk-Knight Crusadia,1,0.1%,,,,Cyber Dragon,1,0.1%,,,
,,,,,,Zoodiac Tri-Brigade,1,0.1%,,,,Superheavy Samurai,1,0.1%,Adamancipator,1,0.1%,,,,,,,Neo-Spacian,1,0.1%,,,,,,,,,
,,,,,,Triamid,1,0.1%,,,,Tri-Brigade,1,0.1%,Noble Knight,1,0.1%,,,,,,,Swordsoul Despia,1,0.1%,,,,,,,,,
,,,,,,Lair of Darkness,1,0.1%,,,,Earthbound,1,0.1%,Graydle,1,0.1%,,,,,,,Bystial,1,0.1%,,,,,,,,,
,,,,,,Toon,1,0.1%,,,,Mekk-Knight Crusadia,1,0.1%,Hazy Flame,1,0.1%,,,,,,,Mermail Atlantean,1,0.1%,,,,,,,,,
,,,,,,Ogdoadic,1,0.1%,,,,Amazement,1,0.1%,Amazement,1,0.1%,,,,,,,Madolche,1,0.1%,,,,,,,,,
,,,,,,Centur-Ion,1,0.1%,,,,,,,Yosenju,1,0.1%,,,,,,,Mekk-Knights,1,0.1%,,,,,,,,,
,,,,,,Amazement,1,0.1%,,,,,,,Ursarctic,1,0.1%,,,,,,,Weather Painter,1,0.1%,,,,,,,,,
,,,,,,Volcanic,1,0.1%,,,,,,,PSY-Frame,1,0.1%,,,,,,,Tech Genus,1,0.1%,,,,,,,,,
,,,,,,Bystial,1,0.1%,,,,,,,Witchcrafter,1,0.1%,,,,,,,Virtual World,1,0.1%,,,,,,,,,
,,,,,,Scrap,1,0.1%,,,,,,,Lunalight Tri-Brigade,1,0.1%,,,,,,,Insect,1,0.1%,,,,,,,,,
,,,,,,Mayakashi,1,0.1%,,,,,,,Amazoness,1,0.1%,,,,,,,True Draco,1,0.1%,,,,,,,,,
,,,,,,Time Thief,1,0.1%,,,,,,,Ancient Warriors,1,0.1%,,,,,,,Gishki,1,0.1%,,,,,,,,,
,,,,,,Therion,1,0.1%,,,,,,,Live☆Twin,1,0.1%,,,,,,,Chaos,1,0.1%,,,,,,,,,
,,,,,,Dragunity Dragonmaid,1,0.1%,,,,,,,Mekk-Knight Crusadia,1,0.1%,,,,,,,Nekroz,1,0.1%,,,,,,,,,
,,,,,,Igknight,1,0.1%,,,,,,,Zoodiac,1,0.1%,,,,,,,Dragon Ruler,1,0.1%,,,,,,,,,
,,,,,,Chronomaly,1,0.1%,,,,,,,Tri-Brigade Spright,1,0.1%,,,,,,,Blackwings,1,0.1%,,,,,,,,,
,,,,,,Invoked Dogmatika Eldlich,1,0.1%,,,,,,,Myutant,1,0.1%,,,,,,,Nemleria,1,0.1%,,,,,,,,,
,,,,,,Mekk-Knight Crusadia,1,0.1%,,,,,,,Gunkan Suship,1,0.1%,,,,,,,Numeron,1,0.1%,,,,,,,,,
,,,,,,Myutant,1,0.1%,,,,,,,Dragonmaid,1,0.1%,,,,,,,Egyptian God,1,0.1%,,,,,,,,,
,,,,,,Witchcrafter,1,0.1%,,,,,,,Plunder Patroll,1,0.1%,,,,,,,Odd-Eyes,1,0.1%,,,,,,,,,
,,,,,,Altergeist,1,0.1%,,,,,,,Ghoti,1,0.1%,,,,,,,,,,,,,,,,,,
,,,,,,Scareclaw Tri-Brigade,1,0.1%,,,,,,,Nekroz Megalith,1,0.1%,,,,,,,,,,,,,,,,,,
,,,,,,Generaider Musket,1,0.1%,,,,,,,Phantom Knight Orcust,1,0.1%,,,,,,,,,,,,,,,,,,
,,,,,,Ancient Warriors,1,0.1%,,,,,,,Exodia,1,0.1%,,,,,,,,,,,,,,,,,,
,,,,,,Utopia,1,0.1%,,,,,,,Cyberse Combo,1,0.1%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Heroic,1,0.1%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Fortune Lady,1,0.1%,,,,,,,,,,,,,,,,,,
