Month,Deck,Percent
2025-08,HERO,0.5
2025-08,Ancient Gear,0.4
2025-08,Blackwings,0.4
2025-08,Plant,0.4
2025-08,Nemleria,0.4
2025-08,Floowandereeze,0.4
2025-08,Melodious,0.4
2025-08,Ghoti,0.4
2025-08,Live☆Twin,0.4
2025-08,Unchained,0.4
2025-08,Magical Musketeer,0.3
2025-08,Shark,0.3
2025-08,Tachyon,0.3
2025-08,P.U.N.K.,0.3
2025-08,Speedroid,0.3
2025-08,Dinomorphia,0.3
2025-08,Endymion,0.3
2025-08,Goblin Biker,0.3
2025-08,Dinosaur,0.3
2025-08,Tech Genus,0.3
2025-08,Infernoble Knight,0.3
2025-08,Kashtira,0.3
2025-08,Dark Magician,0.3
2025-08,Purrely,0.2
2025-08,Ryu-Ge,0.2
2025-08,Galaxy Photon,0.2
2025-08,True Draco,0.2
2025-08,Pendulum,0.2
2025-08,D/D/D,0.2
2025-08,Gimmick Puppet,0.2
2025-08,Thunder Dragon,0.2
2025-08,Ninja,0.2
2025-08,Dragon Link,0.2
2025-08,Eldlich,0.2
2025-08,Drytron,0.2
2025-08,Windwitch,0.1
2025-08,Tenyi,0.1
2025-08,Ogdoadic,0.1
2025-08,Icejade,0.1
2025-08,Earthbound,0.1
2025-08,Horus,0.1
2025-08,Virtual World,0.1
2025-08,Adamancipator,0.1
2025-08,Vaylantz,0.1
2025-08,Speedroid Windwitch,0.1
2025-08,True Draco Monarchs,0.1
2025-08,Fortune Lady,0.1
2025-08,Generaider,0.1
2025-08,Plunder Patroll,0.1
2025-08,Subterror,0.1
2025-08,Materiactor,0.1
2025-08,Tistina,0.1
2025-08,Meklord,0.1
2025-08,Vanquish Soul,0.1
2025-08,Naturia,0.1
2025-08,Dragunity,0.1
2025-08,Phantom Knights,0.1
2025-08,Metalmorph,0.1
2025-08,Mimighoul,0.1
2025-08,Shining Sarcophagus,0.1
2025-08,Ritual Beast,0.1
2025-08,Time Thief,0.1
2025-08,Chain Burn,0.1
2025-08,Scareclaw,0.1
2025-08,Paleozoic,0.1
2025-08,Mikanko,0.1
2025-08,Mayakashi,0.1
2025-08,Malefic,0.1
2025-08,Argostars,0.1
2025-08,Altergeist,0.1
2025-08,Battlewasp,0.1
2025-08,Despia Shaddoll,0.1
2025-08,World Legacy,0.1
2025-08,Raidraptor,0.1
2025-08,Marincess,0.1
2025-08,Madolche,0.1
2025-08,3-Axis,0.1
2025-09,Maliss,18.3
2025-09,Ryzeal,16.7
2025-09,Gem-Knights,7.0
2025-09,Tenpai Dragon,4.9
2025-09,Regenesis,3.8
2025-09,Blue-Eyes,3.7
2025-09,Mathmech,3.1
2025-09,Tearlaments,3.0
2025-09,Voiceless Voice,2.8
2025-09,Barrier Statue,2.0
2025-09,Fiendsmith,1.7
2025-09,Mermail Atlantean,1.5
2025-09,Crystron,1.2
2025-09,Centur-Ion,1.2
2025-09,Branded,1.2
2025-09,Labrynth,1.1
2025-09,Memento,1.1
2025-09,Fire King,1.1
2025-09,Traptrix,0.9
2025-09,White Forest,0.9
2025-09,Gimmick Puppet,0.8
2025-09,Exodia,0.8
2025-09,Salamangreat,0.7
2025-09,Jurrac,0.7
2025-09,Magistus,0.7
2025-09,Snake-Eye,0.6
2025-09,HERO,0.6
2025-09,Tachyon,0.5
2025-09,Melodious,0.5
2025-09,Kashtira,0.5
2025-09,Sky Striker,0.5
2025-09,Spright,0.5
2025-09,Vaylantz,0.5
2025-09,Live☆Twin,0.5
2025-09,Ancient Gear,0.5
2025-09,Infernoble Knight,0.4
2025-09,D/D/D,0.4
2025-09,Six Samurai,0.4
2025-09,Red Dragon Archfiend,0.4
2025-09,Mikanko,0.4
2025-09,Chimera,0.4
2025-09,Vanquish Soul,0.4
2025-09,Crystal Beast,0.3
2025-09,Ice Barrier,0.3
2025-09,Madolche,0.3
2025-09,Scareclaw,0.3
2025-09,Pendulum,0.3
2025-09,Thunder Dragon,0.3
2025-09,Ryu-Ge,0.3
2025-09,Shark,0.3
2025-09,Mannadium,0.3
2025-09,Dinomorphia,0.3
2025-09,Yubel,0.3
2025-09,Red-Eyes,0.3
2025-09,P.U.N.K.,0.3
2025-09,Plant,0.3
2025-09,Raidraptor,0.3
2025-09,Floowandereeze,0.2
2025-09,Adamancipator,0.2
2025-09,Eldlich,0.2
2025-09,Generaider,0.2
2025-09,Rank 8 go 2nd,0.2
2025-09,Paleozoic,0.2
2025-09,Dinosaur,0.2
2025-09,Dragon Link,0.2
2025-09,Mimighoul,0.2
2025-09,Synchron,0.2
2025-09,Goblin Biker,0.2
2025-09,Phantom Knights,0.2
2025-09,True Draco,0.2
2025-09,Materiactor,0.2
2025-09,Dogmatika,0.2
2025-09,Runick,0.2
2025-09,Melffy,0.2
2025-09,Galaxy Photon,0.1
2025-09,Invoke,0.1
2025-09,Subterror,0.1
2025-09,Lair of Darkness,0.1
2025-09,Speedroid,0.1
2025-09,Cubic,0.1
2025-09,Shaddoll,0.1
2025-09,Endymion,0.1
2025-09,Fabled,0.1
2025-09,G Golem,0.1
2025-09,Naturia,0.1
2025-09,Springans,0.1
2025-09,Argostars,0.1
2025-09,Stall,0.1
2025-09,Ritual Beast,0.1
2025-09,Purrely,0.1
2025-09,Trickstar,0.1
2025-09,Swordsoul,0.1
2025-09,Shinobird,0.1
2025-09,Evil Eye Unchained,0.1
2025-09,Nekroz,0.1
2025-09,Phantasm Spiral,0.1
2025-09,Time Thief,0.1
2025-09,Libromancer,0.1
2025-09,Magical Musketeer,0.1
2025-09,Vaalmonica,0.1
2025-09,Utopia,0.1
2025-09,World Legacy,0.1
2025-09,Infernoid,0.1
2025-09,Altergeist,0.1
2025-09,Witchcrafter,0.1
2025-09,Nemleria,0.1
2025-09,Tech Genus,0.1
2025-09,Prank-Kids,0.1
2025-09,Dogmatika Nekroz,0.1
2025-09,Morphtronic,0.1
2025-09,Heraldic Beast,0.1
2025-09,3-Axis,0.1
2025-09,Mayakashi,0.1
2025-09,Drytron,0.1
2025-09,ABC,0.1
2025-09,Exosister,0.1
2025-09,Earthbound,0.1
2025-09,Agents,0.1
2025-09,Despia Thunder Dragon,0.1
2025-09,Rescue-ACE,0.1
2025-09,Gunkan Suship,0.1
2025-10,Mitsurugi,17.5
2025-10,Orcust,12.6
2025-10,Maliss,11.7
2025-10,Ryzeal,7.3
2025-10,Gem-Knights,5.3
2025-10,Blue-Eyes,4.1
2025-10,Tenpai Dragon,2.4
2025-10,Fire King,2.0
2025-10,Mathmech,2.0
2025-10,Barrier Statue,1.9
2025-10,Tearlaments,1.7
2025-10,Labrynth,1.6
2025-10,Branded,1.6
2025-10,Ogdoadic,1.1
2025-10,Voiceless Voice,1.1
2025-10,Centur-Ion,1.0
2025-10,Fiendsmith,1.0
2025-10,Dragonmaid,1.0
2025-10,Regenesis,1.0
2025-10,Mermail Atlantean,0.9
2025-10,White Forest,0.7
2025-10,Tachyon,0.6
2025-10,Red Dragon Archfiend,0.6
2025-10,Yubel,0.6
2025-10,Traptrix,0.6
2025-10,Dinomorphia,0.6
2025-10,Shining Sarcophagus,0.6
2025-10,Kashtira,0.6
2025-10,Sky Striker,0.6
2025-10,HERO,0.4
2025-10,Argostars,0.4
2025-10,Vaylantz,0.4
2025-10,Melodious,0.4
2025-10,Raidraptor,0.4
2025-10,Memento,0.4
2025-10,Exodia,0.4
2025-10,Crystron,0.4
2025-10,Purrely,0.4
2025-10,Dragon Ruler,0.4
2025-10,Phantasm Spiral,0.3
2025-10,Crystal Beast,0.3
2025-10,Dark Magician,0.3
2025-10,Snake-Eye,0.3
2025-10,Scareclaw,0.3
2025-10,Spright,0.3
2025-10,Vaalmonica,0.3
2025-10,Morganite,0.3
2025-10,Nouvelles,0.3
2025-10,Magistus,0.3
2025-10,Plant,0.3
2025-10,Live☆Twin,0.3
2025-10,Six Samurai,0.3
2025-10,Infernoble Knight,0.3
2025-10,Salamangreat,0.3
2025-10,D/D/D,0.3
2025-10,Tistina,0.3
2025-10,Drytron,0.3
2025-10,Gimmick Puppet,0.3
2025-10,Lightsworn,0.1
2025-10,Jurrac,0.1
2025-10,Mayakashi,0.1
2025-10,Crusadia,0.1
2025-10,Unchained,0.1
2025-10,Infernity,0.1
2025-10,Ryu-Ge,0.1
2025-10,Gravekeeper,0.1
2025-10,P.U.N.K.,0.1
2025-10,Vanquish Soul,0.1
2025-10,Red-Eyes,0.1
2025-10,Nekroz,0.1
2025-10,Synchron,0.1
2025-10,Allure Queen,0.1
2025-10,SPYRAL,0.1
2025-10,Zombies,0.1
2025-10,PSY-Frame,0.1
2025-10,Trickstar,0.1
2025-10,Libromancer,0.1
2025-10,Eldlich,0.1
2025-10,True Draco,0.1
2025-10,Magnet Warrior,0.1
2025-10,Thunder Dragon,0.1
2025-10,Altergeist,0.1
2025-10,Cyber Dragon,0.1
2025-10,Goblin Biker,0.1
2025-10,Rescue-ACE,0.1
2025-10,Super Quant,0.1
2025-10,Chimera,0.1
2025-10,Dragoon,0.1
2025-10,Cubic,0.1
2025-10,Magical Musketeer,0.1
2025-10,Evil Eye,0.1
2025-10,Phantom Knights,0.1
2025-10,Materiactor,0.1
2025-10,Burn,0.1
2025-10,Orcust Mekk-Knight,0.1
2025-10,Spellbook,0.1
2025-10,Galaxy Photon,0.1
2025-10,Nemleria,0.1
2025-10,Mikanko,0.1
2025-10,World Legacy,0.1
2025-10,Fabled,0.1
2025-11,Orcust,9.8
2025-11,Mitsurugi,8.9
2025-11,Maliss,8.2
2025-11,White Forest,6.6
2025-11,Lunalight,5.9
2025-11,Onomat,5.0
2025-11,Sky Striker,4.8
2025-11,Blue-Eyes,4.1
2025-11,Gem-Knights,3.0
2025-11,Branded,2.8
2025-11,Barrier Statue,2.2
2025-11,Tenpai Dragon,1.9
2025-11,Monarchs,1.7
2025-11,Tearlaments,1.7
2025-11,Unchained,1.5
2025-11,Regenesis,1.4
2025-11,Mathmech,1.3
2025-11,Mermail Atlantean,1.2
2025-11,Dragonmaid,1.2
2025-11,Labrynth,1.2
2025-11,Fiendsmith,1.0
2025-11,Voiceless Voice,1.0
2025-11,Fire King,0.8
2025-11,Crystron,0.8
2025-11,Centur-Ion,0.8
2025-11,Jurrac,0.8
2025-11,Infernoble Knight,0.8
2025-11,Yubel,0.6
2025-11,Plant,0.6
2025-11,Cyber Dragon,0.6
2025-11,Red Dragon Archfiend,0.6
2025-11,Dark Magician,0.6
2025-11,Mimighoul,0.5
2025-11,Exodia,0.5
2025-11,Psychics,0.5
2025-11,Super Quant,0.5
2025-11,Memento,0.5
2025-11,Tachyon,0.5
2025-11,Thunder Dragon,0.5
2025-11,HERO,0.4
2025-11,Tistina,0.4
2025-11,Ryu-Ge,0.4
2025-11,Argostars,0.4
2025-11,Morganite,0.4
2025-11,Ogdoadic,0.4
2025-11,Magistus,0.4
2025-11,Nouvelles,0.4
2025-11,Evil Eye,0.3
2025-11,Traptrix,0.3
2025-11,Six Samurai,0.3
2025-11,Raidraptor,0.3
2025-11,Infernoid,0.3
2025-11,Trickstar,0.3
2025-11,Vaylantz,0.3
2025-11,Spright,0.3
2025-11,Scareclaw,0.3
2025-11,Snake-Eye,0.3
2025-11,Dinomorphia,0.3
2025-11,Chimera,0.3
2025-11,Melodious,0.3
2025-11,Vanquish Soul,0.3
2025-11,D/D/D,0.3
2025-11,Mikanko,0.3
2025-11,Libromancer,0.3
2025-11,Dinosaur,0.3
2025-11,Red-Eyes,0.1
2025-11,World Legacy,0.1
2025-11,Burn,0.1
2025-11,Eldlich,0.1
2025-11,Paleozoic,0.1
2025-11,Floowandereeze,0.1
2025-11,Weather Painter,0.1
2025-11,Goblin Biker,0.1
2025-11,Prank-Kids,0.1
2025-11,Drytron,0.1
2025-11,Endymion,0.1
2025-11,Phantasm Spiral,0.1
2025-11,SPYRAL,0.1
2025-11,Lightsworn,0.1
2025-11,True Draco,0.1
2025-11,Bystial,0.1
2025-11,Infernity,0.1
2025-11,Ashened,0.1
2025-11,Nemleria,0.1
2025-11,Runick,0.1
2025-11,Rescue-ACE,0.1
2025-11,Phantom Knights,0.1
2025-11,Dragon Link,0.1
2025-11,P.U.N.K.,0.1
2025-11,Plunder Patroll,0.1
2025-11,Ryzeal,0.1
2025-11,Insect,0.1
2025-11,Fabled,0.1
2025-11,Materiactor,0.1
2025-11,Sky Striker Orcust,0.1
2025-11,True Draco Monarchs,0.1
2025-11,Meklord,0.1
2025-11,Mayakashi,0.1
2025-11,Ninja,0.1
2025-11,Herald,0.1
2025-11,Dragon Ruler,0.1
2025-11,Ancient Gear,0.1
2025-11,Orcust Mekk-Knight,0.1
2025-11,Superheavy Samurai,0.1
2025-11,Predaplant,0.1
2025-11,Kashtira,0.1
2025-12,Dracotail,21.6
2025-12,Odion,9.0
2025-12,Mitsurugi,7.5
2025-12,Maliss,6.6
2025-12,White Forest,5.6
2025-12,Orcust,3.7
2025-12,Onomat,3.7
2025-12,Tenpai Dragon,2.8
2025-12,Lunalight,2.8
2025-12,Artmage,2.8
2025-12,Sky Striker,2.5
2025-12,Gem-Knights,2.4
2025-12,Blue-Eyes,2.2
2025-12,Dragonmaid,1.3
2025-12,Labrynth,1.2
2025-12,Fiendsmith,1.1
2025-12,Fire King,1.1
2025-12,Mathmech,1.0
2025-12,Centur-Ion,0.9
2025-12,Mermail Atlantean,0.7
2025-12,Voiceless Voice,0.7
2025-12,Exodia,0.7
2025-12,Branded,0.7
2025-12,Unchained,0.7
2025-12,Crystron,0.5
2025-12,Argostars,0.5
2025-12,Monarchs,0.5
2025-12,Cyber Dragon,0.4
2025-12,HERO,0.4
2025-12,Kashtira,0.4
2025-12,Thunder Dragon,0.4
2025-12,Tearlaments,0.4
2025-12,Red Dragon Archfiend,0.4
2025-12,Super Quant,0.4
2025-12,Barrier Statue,0.4
2025-12,Jurrac,0.4
2025-12,Plant,0.4
2025-12,Traptrix,0.4
2025-12,Magistus,0.4
2025-12,Infernoble Knight,0.4
2025-12,Psychics,0.4
2025-12,D/D/D,0.4
2025-12,P.U.N.K.,0.3
2025-12,Phantasm Spiral,0.3
2025-12,Melodious,0.3
2025-12,Dinosaur,0.3
2025-12,Goblin Biker,0.2
2025-12,Gimmick Puppet,0.2
2025-12,Yubel,0.2
2025-12,Ryzeal,0.2
2025-12,Spright,0.2
2025-12,Purrely,0.2
2025-12,Raidraptor,0.1
2025-12,Drytron,0.1
2025-12,Salamangreat,0.1
2025-12,Tachyon,0.1
2025-12,Nordic,0.1
2025-12,Regenesis,0.1
2025-12,Adventure,0.1
2025-12,Dark Magician,0.1
2025-12,Floowandereeze,0.1
2025-12,Snake-Eye,0.1
2025-12,Red-Eyes,0.1
2025-12,Ryu-Ge,0.1
2025-12,B.E.S.,0.1
2025-12,Paleozoic,0.1
2025-12,Ogdoadic,0.1
2025-12,Synchron,0.1
2025-12,Nouvelles,0.1
2025-12,Mayakashi,0.1
2025-12,Eldlich,0.1
2025-12,Phantom Knights,0.1
2025-12,Magical Musketeer,0.1
2025-12,Mikanko,0.1
2025-12,Shaddoll,0.1
2025-12,Pendulum,0.1
2025-12,Nemleria,0.1
2025-12,Fabled,0.1
2025-12,Myutant,0.1
2025-12,Live☆Twin,0.1
2025-12,Infernity,0.1
2025-12,Agents,0.1
2025-12,Therion,0.1
2025-12,Chain Burn,0.1
2025-12,Time Thief,0.1
2025-12,Ice Barrier,0.1
2025-12,Generaider,0.1
2025-12,Orcust Mekk-Knight,0.1
2025-12,Buster Blader,0.1
2025-12,Fortune Lady,0.1
2025-12,Tri-Brigade,0.1
2025-12,ABC,0.1
2025-12,Horus,0.1
2025-12,Naturia,0.1
2025-12,Rescue-ACE,0.1
2025-12,World Legacy,0.1
2025-12,Battlewasp,0.1
2025-12,Vendread,0.1
2025-12,Endymion,0.1
2025-12,Runick,0.1
2025-12,Shark,0.1
2025-12,True Draco,0.1
2025-12,Malefic,0.1
2025-12,Amazement,0.1
2025-12,Libromancer,0.1
2025-12,Prediction Princess,0.1
2025-12,Watt,0.1
2025-12,Starry Knight,0.1
2025-12,Insect,0.1
2025-12,Blackwings,0.1
2025-12,Relinquished,0.1
2025-12,Crystal Beast,0.1
2025-12,Primite,0.1
2025-12,Madolche,0.1
2025-12,Cubic,0.1
2026-01,Dracotail,17.5
2026-01,Yummy,17.2
2026-01,Odion,6.6
2026-01,Mitsurugi,5.9
2026-01,D/D/D,4.4
2026-01,Lunalight,3.1
2026-01,White Forest,2.8
2026-01,Orcust,2.7
2026-01,Maliss,2.6
2026-01,Blue-Eyes,2.4
2026-01,Sky Striker,2.2
2026-01,Tenpai Dragon,1.7
2026-01,Artmage,1.7
2026-01,Onomat,1.5
2026-01,Mikanko,1.2
2026-01,Centur-Ion,1.2
2026-01,Megalith,1.2
2026-01,Gem-Knights,1.1
2026-01,Monarchs,0.9
2026-01,Fire King,0.9
2026-01,Snake-Eye,0.7
2026-01,Branded,0.7
2026-01,Labrynth,0.7
2026-01,Mathmech,0.7
2026-01,Dinosaur,0.7
2026-01,Memento,0.6
2026-01,Dragonmaid,0.6
2026-01,Fiendsmith,0.6
2026-01,Mimighoul,0.6
2026-01,Jurrac,0.5
2026-01,Barrier Statue,0.5
2026-01,Unchained,0.5
2026-01,Tearlaments,0.5
2026-01,Argostars,0.5
2026-01,HERO,0.5
2026-01,Yubel,0.5
2026-01,Purrely,0.5
2026-01,Kashtira,0.4
2026-01,Mermail Atlantean,0.4
2026-01,Ogdoadic,0.4
2026-01,Floowandereeze,0.4
2026-01,Voiceless Voice,0.4
2026-01,Cyber Dragon,0.4
2026-01,Red Dragon Archfiend,0.4
2026-01,Infernoble Knight,0.4
2026-01,Spright,0.2
2026-01,Phantom Knights,0.2
2026-01,Chimera,0.2
2026-01,Dogmatika,0.2
2026-01,Super Quant,0.2
2026-01,Dinomorphia,0.2
2026-01,Plunder Patroll,0.2
2026-01,Thunder Dragon,0.2
2026-01,SPYRAL,0.2
2026-01,Tachyon,0.2
2026-01,Vaalmonica,0.2
2026-01,Buster Blader,0.2
2026-01,Regenesis,0.2
2026-01,Exodia,0.2
2026-01,Scareclaw,0.2
2026-01,Ancient Gear,0.1
2026-01,Rescue-ACE,0.1
2026-01,Drytron,0.1
2026-01,Generaider,0.1
2026-01,Gren Maju,0.1
2026-01,Endymion,0.1
2026-01,World Legacy,0.1
2026-01,Tri-Brigade,0.1
2026-01,Six Samurai,0.1
2026-01,Ice Barrier Crystrons,0.1
2026-01,Nephthys,0.1
2026-01,Nouvelles,0.1
2026-01,Evil Eye,0.1
2026-01,Mannadium,0.1
2026-01,Rank 8 go 2nd,0.1
2026-01,Dragon Ruler,0.1
2026-01,Swordsoul,0.1
2026-01,Fabled,0.1
2026-01,Crystron,0.1
2026-01,Solfachord,0.1
2026-01,Amazement,0.1
2026-01,Egyptian God,0.1
2026-01,Vanquish Soul,0.1
2026-01,Melodious,0.1
2026-01,Psychics,0.1
2026-01,Melffy,0.1
2026-01,Gimmick Puppet,0.1
2026-01,P.U.N.K.,0.1
2026-01,Paleozoic,0.1
2026-01,Runick,0.1
2026-01,Ursarctic,0.1
2026-01,True Draco,0.1
2026-01,Traptrix,0.1
2026-01,Eldlich,0.1
2026-01,Lightsworn,0.1
2026-01,Pendulum,0.1
2026-01,Ice Barrier,0.1
2026-01,Superheavy Samurai,0.1
2026-02,Vanquish Soul,14.1
2026-02,Yummy,9.9
2026-02,Dracotail,8.2
2026-02,Mitsurugi,5.5
2026-02,Odion,5.0
2026-02,Lunalight,4.9
2026-02,White Forest,3.9
2026-02,Orcust,2.6
2026-02,Live☆Twin,2.5
2026-02,Crystron,2.5
2026-02,Snake-Eye,2.1
2026-02,Artmage,2.0
2026-02,K9,1.8
2026-02,Synchron,1.7
2026-02,Dragoon,1.5
2026-02,Dark Magician,1.4
2026-02,Sky Striker,1.4
2026-02,Fire King,1.3
2026-02,Tearlaments,1.2
2026-02,D/D/D,1.2
2026-02,Maliss,0.9
2026-02,Centur-Ion,0.9
2026-02,Blue-Eyes,0.9
2026-02,Tenpai Dragon,0.9
2026-02,Gem-Knights,0.8
2026-02,Branded,0.8
2026-02,Cyber Dragon,0.8
2026-02,Memento,0.8
2026-02,Ogdoadic,0.7
2026-02,Monarchs,0.7
2026-02,HERO,0.6
2026-02,Thunder Dragon,0.6
2026-02,Barrier Statue,0.4
2026-02,Super Quant,0.4
2026-02,Dragon Link,0.4
2026-02,P.U.N.K.,0.4
2026-02,Onomat,0.3
2026-02,Unchained,0.3
2026-02,Fiendsmith,0.3
2026-02,Raidraptor,0.3
2026-02,Voiceless Voice,0.3
2026-02,Endymion,0.3
2026-02,Exodia,0.3
2026-02,Rokket,0.3
2026-02,Mermail Atlantean,0.3
2026-02,Shark,0.3
2026-02,Labrynth,0.3
2026-02,Jurrac,0.3
2026-02,Mikanko,0.3
2026-02,Dinomorphia,0.3
2026-02,Yubel,0.3
2026-02,Gimmick Puppet,0.3
2026-02,Dinosaur,0.3
2026-02,Drytron,0.2
2026-02,Lightsworn,0.2
2026-02,Red Dragon Archfiend,0.2
2026-02,Allure Queen,0.2
2026-02,Regenesis,0.2
2026-02,Ice Barrier,0.2
2026-02,Red-Eyes,0.2
2026-02,SPYRAL,0.2
2026-02,Solfachord,0.2
2026-02,Ancient Gear,0.2
2026-02,Primite,0.2
2026-02,Ghoti,0.2
2026-02,Six Samurai,0.2
2026-02,Penguin,0.2
2026-02,Phantom Knights,0.2
2026-02,Melodious,0.2
2026-02,Runick,0.2
2026-02,Generaider,0.2
2026-02,Infernoble Knight,0.2
2026-02,Dragonmaid,0.2
2026-02,Zombies,0.2
2026-02,Vaalmonica,0.1
2026-02,Dogmatika,0.1
2026-02,3-Axis,0.1
2026-02,Weather Painter,0.1
2026-02,Insect,0.1
2026-02,Infernoid,0.1
2026-02,Mimighoul,0.1
2026-02,Skull Servant,0.1
2026-02,Gren Maju,0.1
2026-02,Kashtira,0.1
2026-02,Mathmech,0.1
2026-02,True Draco,0.1
2026-02,Spright,0.1
2026-02,Sky Striker Orcust,0.1
2026-02,Ritual Beast,0.1
2026-02,Ryu-Ge,0.1
2026-02,Volcanic,0.1
2026-02,Argostars,0.1
2026-02,Vendread,0.1
2026-02,Shining Sarcophagus,0.1
2026-02,Purrely,0.1
2026-02,Lunalight Raidraptor,0.1
2026-02,Gate Guardian,0.1
2026-02,Cubic,0.1
2026-02,Gladiator Beasts,0.1
2026-02,B.E.S.,0.1
2026-02,Buster Blader,0.1
2026-02,Paleozoic,0.1
2026-02,World Legacy,0.1
2026-02,Rescue-ACE,0.1
2026-02,Phantasm Spiral,0.1
2026-02,Plant,0.1
2026-02,Floowandereeze,0.1
2026-02,Fabled,0.1
2026-02,Eldlich,0.1
2026-02,Naturia,0.1
2026-02,Ninja,0.1
2026-03,Yummy,10.2
2026-03,Vanquish Soul,8.5
2026-03,Dracotail,8.1
2026-03,Mitsurugi,7.8
2026-03,Radiant Typhoon,7.5
2026-03,Odion,5.7
2026-03,Lunalight,3.7
2026-03,Orcust,3.4
2026-03,Sky Striker,3.2
2026-03,White Forest,2.6
2026-03,Synchron,1.9
2026-03,Maliss,1.5
2026-03,Gem-Knights,1.5
2026-03,Magnet Warrior,1.3
2026-03,Artmage,1.3
2026-03,HERO,1.3
2026-03,Blue-Eyes,1.3
2026-03,D/D/D,1.2
2026-03,K9,1.0
2026-03,Fire King,0.9
2026-03,Live☆Twin,0.9
2026-03,Snake-Eye,0.9
2026-03,Crystron,0.9
2026-03,Dragoon,0.9
2026-03,Tenpai Dragon,0.8
2026-03,Dark Magician,0.8
2026-03,Tearlaments,0.8
2026-03,Dragon Link,0.6
2026-03,Mikanko,0.6
2026-03,DoomZ,0.6
2026-03,Rokket,0.6
2026-03,Exodia,0.6
2026-03,Unchained,0.5
2026-03,Mermail Atlantean,0.5
2026-03,Branded,0.5
2026-03,Mathmech,0.4
2026-03,Ice Barrier,0.4
2026-03,Mimighoul,0.4
2026-03,Labrynth,0.4
2026-03,Dinosaur,0.4
2026-03,Super Quant,0.4
2026-03,Jurrac,0.4
2026-03,Infernoble Knight,0.4
2026-03,P.U.N.K.,0.4
2026-03,Memento,0.4
2026-03,Barrier Statue,0.3
2026-03,Thunder Dragon,0.3
2026-03,Kashtira,0.3
2026-03,Speedroid,0.3
2026-03,Cyber Dragon,0.3
2026-03,Onomat,0.3
2026-03,Centur-Ion,0.3
2026-03,Voiceless Voice,0.3
2026-03,Traptrix,0.3
2026-03,Dragonmaid,0.3
2026-03,/Assault Mode,0.3
2026-03,Melodious,0.3
2026-03,Solfachord,0.3
2026-03,Endymion,0.2
2026-03,Spright,0.2
2026-03,Vaalmonica,0.2
2026-03,Banquet FTK,0.2
2026-03,Regenesis,0.2
2026-03,Gouki,0.2
2026-03,Runick,0.2
2026-03,Galaxy Photon,0.2
2026-03,Megalith,0.2
2026-03,Rescue-ACE,0.2
2026-03,Naturia,0.2
2026-03,Tachyon,0.2
2026-03,B.E.S.,0.2
2026-03,Fiendsmith,0.1
2026-03,SPYRAL,0.1
2026-03,Paleozoic,0.1
2026-03,Gren Maju,0.1
2026-03,Marincess,0.1
2026-03,Infernity,0.1
2026-03,Crystal Beast,0.1
2026-03,Goblin Biker,0.1
2026-03,Ritual Beast,0.1
2026-03,Red Dragon Archfiend,0.1
2026-03,Lightsworn,0.1
2026-03,Purrely,0.1
2026-03,Ogdoadic,0.1
2026-03,Gimmick Puppet,0.1
2026-03,Chimera,0.1
2026-03,Plant,0.1
2026-03,Phantom Knights,0.1
2026-03,Scareclaw,0.1
2026-03,Ghoti,0.1
2026-03,Raidraptor,0.1
2026-03,Gate Guardian,0.1
2026-03,Reptilianne,0.1
2026-03,Myutant,0.1
2026-03,Monarchs,0.1
2026-03,Charmer,0.1
2026-03,Magistus,0.1
2026-03,Ojama Paleozoic,0.1
2026-03,Six Samurai,0.1
2026-03,Mill,0.1
2026-03,Gladiator Beasts,0.1
2026-03,Stall,0.1
2026-03,Arcana Force,0.1
2026-03,Volcanic,0.1
2026-03,3-Axis,0.1
2026-03,Pendulum,0.1
2026-03,Blackwings,0.1
2026-03,Allure Queen,0.1
2026-03,Dinomorphia,0.1
2026-03,Fluffal,0.1
2026-03,Mayakashi,0.1
2026-03,Mannadium,0.1
2026-03,Magical Musketeer,0.1
2026-03,Nouvelles,0.1
2026-03,Salamangreat,0.1
2026-03,Psychics,0.1
2026-03,Mekk-Knights,0.1
2026-03,Argostars,0.1
2026-03,Egyptian God,0.1
2026-03,Red-Eyes,0.1
2026-03,Lair of Darkness,0.1
2026-03,Scareclaw Tri-Brigade,0.1
2026-03,Eldlich,0.1
2026-03,Vendread,0.1
2026-03,Nordic,0.1
2026-03,Fabled,0.1
2026-03,Fortune Lady,0.1
2026-03,Dragon Ruler,0.1
2026-03,Graydle,0.1
2026-03,Constellar,0.1
2026-03,Primite,0.1
2026-03,Shark,0.1
2026-03,Generaider,0.1
2026-03,Despia Thunder Dragon,0.1
2026-03,Gishki,0.1
2026-03,Gravekeeper,0.1
